Index,X,Y,Width,Height,Rank
5732,1708,322,169,61,0.341108606
5733,415,518,173,130,0.182596547
5734,1031,605,172,188,0.905823259
5735,1408,449,87,185,0.980074692
5736,1614,636,192,169,0.246619197
5737,553,1000,91,27,0.182190525
5738,1027,719,61,189,0.288554792
5739,1481,854,114,89,0.906713673
5740,1348,679,179,67,0.66398048
5741,1021,122,107,114,0.292426458
5742,120,831,110,125,0.888533966
5743,758,678,125,57,0.466937052
5744,861,986,38,129,0.858300871
5745,237,966,23,187,0.060969463
5746,212,706,32,157,0.620192724
5747,369,913,114,60,0.78629695
5748,1780,880,61,61,0.16517341
5749,1027,937,171,143,0.825449346
5750,625,421,126,193,0.824119141
5751,586,678,34,144,0.436760754
5752,1470,540,158,192,0.81324409
5753,893,82,112,10,0.537419561
5754,997,436,190,46,0.356614643
5755,1738,387,105,95,0.845810173
5756,230,319,173,64,0.377530304
5757,213,941,37,53,0.783532898
5758,1656,896,158,175,0.580403321
5759,1148,631,103,112,0.523172334
5760,684,102,167,76,0.342948412
5761,266,451,190,153,0.557519773
5762,1141,805,105,122,0.054986251
5763,1072,751,11,71,0.866469295
5764,1227,997,79,64,0.805669609
5765,251,714,93,104,0.755822158
5766,210,914,15,16,0.604761567
5767,1778,340,183,51,0.554638776
5768,1751,956,22,110,0.341596333
5769,1160,867,146,94,0.020319533
5770,928,822,108,117,0.743476459
5771,868,429,112,81,0.318654552
5772,78,568,93,111,0.65376368
5773,1406,488,130,182,0.144318046
5774,1628,668,19,184,0.440975243
5775,1213,856,154,113,0.885238833
5776,846,223,60,43,0.3827849
5777,509,243,124,29,0.784431632
5778,1443,510,144,151,0.129669485
5779,542,338,35,172,0.105986082
5780,1310,516,119,147,0.546665962
5781,695,243,33,72,0.799791726
5782,839,87,28,82,0.851950225
5783,1203,255,94,178,0.719526537
5784,841,580,182,65,0.612418954
5785,1075,766,86,139,0.319007703
5786,597,546,42,81,0.570687927
5787,635,443,171,58,0.038091784
5788,1152,386,110,38,0.990998203
5789,453,912,76,90,0.259986539
5790,796,792,178,63,0.513523865
5791,289,210,148,107,0.596774153
5792,1514,980,151,33,0.970170045
5793,905,527,103,191,0.403989018
5794,1290,787,28,180,0.355040882
5795,1741,404,157,52,0.650660267
5796,385,989,152,196,0.854128359
5797,1712,495,49,101,0.926713748
5798,1482,251,107,194,0.575395472
5799,1780,905,189,170,0.718686471
5800,676,918,118,52,0.346111215
5801,1572,645,113,14,0.543582128
5802,785,168,26,77,0.260878813
5803,90,394,182,19,0.370866873
5804,319,918,30,148,0.008979947
5805,262,754,146,140,0.703111867
5806,682,367,150,14,0.928078311
5807,533,891,15,57,0.829734949
5808,1568,879,85,23,0.828518865
5809,1572,354,187,123,0.452682731
5810,701,405,11,14,0.134196927
5811,698,86,191,145,0.34043946
5812,209,458,12,106,0.914595788
5813,845,590,181,102,0.529576648
5814,1738,759,26,143,0.327056092
5815,1042,690,77,28,0.880444375
5816,350,607,50,17,0.776009392
5817,821,875,160,51,0.622652017
5818,210,412,52,75,0.856584813
5819,862,500,47,118,0.945544734
5820,201,408,188,145,0.535908053
5821,976,495,178,76,0.89887108
5822,1514,974,32,180,0.524120933
5823,1513,50,58,70,0.228483447
5824,349,336,54,53,0.582865076
5825,1157,571,183,110,0.442984534
5826,1252,97,149,169,0.262989205
5827,1150,808,199,158,0.029966593
5828,740,706,77,21,0.276408701
5829,1390,488,138,53,0.019234023
5830,137,126,88,127,0.347490786
5831,362,114,87,108,0.486943939
5832,1791,618,133,38,0.162970614
5833,1547,56,45,91,0.260554253
5834,225,273,16,126,0.549826445
5835,434,828,97,75,0.504544843
5836,635,678,89,76,0.657901043
5837,296,988,71,170,0.287030565
5838,1015,474,129,116,0.683568096
5839,69,142,107,135,0.600289469
5840,278,136,146,23,0.990774975
5841,1029,857,181,56,0.773089856
5842,755,816,48,37,0.40340912
5843,58,466,84,161,0.498378891
5844,1705,254,97,182,0.194095962
5845,1774,441,184,189,0.710657424
5846,715,112,163,105,0.643709971
5847,702,717,48,94,0.829143966
5848,1786,932,114,183,0.967688535
5849,1012,928,16,178,0.224058533
5850,61,675,63,176,0.524201599
5851,444,748,81,78,0.067483141
5852,200,909,113,167,0.653265398
5853,1477,739,166,97,0.955617994
5854,1304,831,63,133,0.738797504
5855,468,185,75,35,0.878315592
5856,1100,206,108,76,0.331747833
5857,356,407,165,110,0.32082706
5858,1552,706,91,12,0.472936056
5859,809,307,80,72,0.754016366
5860,1408,961,39,131,0.677456229
5861,766,605,141,139,0.906563316
5862,1572,429,11,142,0.874131885
5863,1531,852,171,130,0.384755806
5864,1725,107,89,64,0.918775448
5865,134,890,109,92,0.848299493
5866,1767,969,104,200,0.419882147
5867,954,247,61,85,0.053012095
5868,150,565,181,88,0.026979455
5869,1460,630,19,185,0.146352645
5870,565,692,135,23,0.035131793
5871,274,420,143,164,0.111803489
5872,999,675,168,144,0.692759478
5873,93,326,49,37,0.728040374
5874,1758,223,143,29,0.875144944
5875,808,116,158,113,0.494510097
5876,1772,413,128,160,0.157160082
5877,745,293,114,33,0.874986936
5878,1511,563,194,54,0.047844222
5879,1678,645,29,21,0.002233766
5880,664,301,89,27,0.143513301
5881,1720,180,67,143,0.288596167
5882,348,654,58,197,0.529111028
5883,1636,623,12,44,0.453734863
5884,1695,94,27,25,0.272585253
5885,1026,233,24,52,0.606297457
5886,1231,272,197,162,0.616359788
5887,1786,967,57,58,0.087702614
5888,1466,582,117,63,0.469710063
5889,1734,869,52,44,0.609038067
5890,501,235,37,188,0.757799802
5891,100,692,49,61,0.057788156
5892,1151,349,175,129,0.235817785
5893,1539,634,157,105,0.363388527
5894,504,213,108,111,0.398289685
5895,303,388,192,173,0.74938119
5896,787,798,122,108,0.202669934
5897,834,576,100,64,0.474846417
5898,1354,604,92,187,0.973021031
5899,652,530,20,149,0.520771555
5900,588,473,36,119,0.65608568
5901,232,940,123,115,0.650979156
5902,120,716,58,101,0.530284875
5903,299,866,185,11,0.262587601
5904,853,893,138,60,0.382897456
5905,635,208,21,155,0.399216962
5906,1640,948,155,151,0.728065181
5907,1043,416,43,93,0.974853277
5908,558,900,126,105,0.130593766
5909,317,903,87,28,0.21788938
5910,386,863,69,145,0.349305746
5911,1504,401,78,11,0.359090599
5912,847,410,127,169,0.465408723
5913,1198,930,186,25,0.188527585
5914,1431,187,55,47,0.967446352
5915,437,932,80,22,0.106139391
5916,717,449,81,102,0.498239756
5917,934,210,98,40,0.445598476
5918,1563,306,24,173,0.855958361
5919,683,748,98,187,0.343566494
5920,316,479,175,128,0.802710946
5921,1581,146,52,88,0.288367229
5922,806,148,124,131,0.106353503
5923,1157,311,138,117,0.342378828
5924,553,174,61,46,0.734241001
5925,1366,436,63,57,0.18187196
5926,725,56,156,152,0.342571583
5927,1520,853,98,62,0.736234925
5928,1179,556,161,12,0.191688784
5929,552,907,32,150,0.135824637
5930,1492,146,60,58,0.031625641
5931,503,284,147,172,0.366508033
5932,1185,833,127,165,0.995950141
5933,100,300,121,97,0.78978601
5934,695,176,10,171,0.580649302
5935,872,112,95,107,0.726456878
5936,1573,118,56,68,0.524151076
5937,277,857,91,68,0.814185149
5938,628,765,77,153,0.056789897
5939,700,69,84,104,0.840313683
5940,1015,168,26,93,0.647793454
5941,1580,807,88,169,0.821616646
5942,373,123,196,172,0.734012027
5943,365,974,159,54,0.233169441
5944,959,747,114,78,0.459113876
5945,614,775,137,186,0.356667251
5946,344,658,143,21,0.985868465
5947,1728,602,30,67,0.35751636
5948,1469,439,115,83,0.128482592
5949,488,832,169,96,0.96646709
5950,316,346,116,171,0.325090849
5951,258,583,42,65,0.609051122
5952,1136,523,24,96,0.361081995
5953,443,594,96,175,0.977423139
5954,227,656,150,154,0.705112979
5955,1679,509,33,189,0.627799702
5956,246,460,71,116,0.658908909
5957,1417,624,125,34,0.222681396
5958,444,161,159,155,0.452642139
5959,667,881,143,100,0.270877143
5960,1296,968,158,166,0.491782361
5961,1524,970,39,63,0.03931602
5962,695,165,179,185,0.988757358
5963,1053,295,86,177,0.893242484
5964,565,750,78,84,0.268610718
5965,1093,215,156,41,0.106734758
5966,430,181,165,55,0.544263572
5967,521,626,149,109,0.982679291
5968,1637,781,180,98,0.083931619
5969,1420,463,106,194,0.502330916
5970,772,466,58,125,0.778829143
5971,1773,472,141,86,0.840222975
5972,1709,365,182,17,0.525473219
5973,1243,104,149,197,0.796115694
5974,295,860,52,40,0.320670666
5975,299,454,82,140,0.445168347
5976,1171,211,96,171,0.517673978
5977,833,614,58,38,0.819919533
5978,1785,343,87,29,0.296292547
5979,1267,605,108,188,0.794168911
5980,79,842,22,29,0.798448318
5981,1637,770,144,143,0.34685368
5982,1316,630,52,54,0.484947727
5983,1457,968,138,57,0.813618083
5984,1618,828,84,178,0.353625992
5985,1218,819,165,65,0.333308143
5986,962,461,183,49,0.263822236
5987,1558,735,65,61,0.670960026
5988,1397,806,69,122,0.378919886
5989,586,710,79,48,0.887055775
5990,1652,188,120,59,0.19119203
5991,774,618,57,184,0.21354084
5992,1696,260,166,115,0.104165314
5993,733,398,27,77,0.196342083
5994,1064,940,16,55,0.293164172
5995,1490,821,108,188,0.061236699
5996,662,94,86,126,0.585800688
5997,1069,271,167,52,0.818960009
5998,1694,940,151,44,0.404522228
5999,447,792,65,161,0.592434668
6000,1265,274,124,100,0.596405352
6001,1658,684,41,66,0.983422191
6002,821,647,79,155,0.417280819
6003,1332,281,165,93,0.951690524
6004,668,751,51,193,0.127303698
6005,667,59,79,141,0.727819831
6006,838,953,36,15,0.365474531
6007,1311,198,56,120,0.995053237
6008,392,876,100,48,0.388732815
6009,491,291,29,95,0.984608912
6010,1352,609,180,20,0.167273988
6011,581,971,142,46,0.760590074
6012,240,667,170,156,0.448386673
6013,875,230,128,88,0.455225771
6014,223,630,108,193,0.264365499
6015,1193,267,132,64,0.086512977
6016,1555,97,74,132,0.342530301
6017,839,900,32,40,0.052246803
6018,877,347,178,156,0.395535033
6019,298,235,181,68,0.509844808
6020,1793,870,47,164,0.775344464
6021,1439,326,158,44,0.319684482
6022,54,663,121,120,0.765636648
6023,385,934,152,130,0.686730762
6024,145,763,154,170,0.314206538
6025,1210,607,135,56,0.159439973
6026,680,324,193,44,0.828948573
6027,847,965,75,21,0.581384812
6028,524,569,151,138,0.609050184
6029,453,554,69,93,0.468863739
6030,1463,349,174,134,0.712361921
6031,510,385,89,90,0.480734367
6032,94,55,93,150,0.526382639
6033,184,729,191,64,0.489438131
6034,526,317,122,115,0.681249983
6035,69,766,120,134,0.181999605
6036,50,362,159,153,0.731644562
6037,1142,761,57,20,0.530265476
6038,332,983,168,126,0.238009232
6039,1233,161,184,135,0.793008279
6040,1141,218,183,133,0.607140543
6041,1171,403,57,145,0.094699911
6042,1271,962,176,58,0.857045718
6043,226,304,114,153,0.660279557
6044,590,790,145,23,0.18777419
6045,1585,91,31,71,0.858086767
6046,1121,675,146,175,0.466065256
6047,698,860,108,101,0.481641054
6048,1455,202,54,144,0.710748442
6049,1790,933,173,186,0.156318562
6050,1056,988,134,42,0.964923313
6051,1034,985,72,157,0.347052075
6052,1535,907,78,96,0.03214231
6053,782,686,108,40,0.078008402
6054,1800,564,173,101,0.046899503
6055,1318,181,13,32,0.20747984
6056,1465,263,190,119,0.962854666
6057,1639,202,138,96,0.816505978
6058,128,202,177,71,0.5715814
6059,1609,687,69,27,0.72062418
6060,1137,462,125,38,0.432285932
6061,1714,734,128,60,0.848890511
6062,676,686,171,170,0.001175243
6063,368,630,61,178,0.633858764
6064,96,248,124,153,0.570900414
6065,1643,567,38,38,0.473413171
6066,423,665,184,183,0.060224486
6067,1635,364,199,131,0.07052567
6068,1503,939,115,153,0.145067747
6069,1793,83,151,115,0.593776731
6070,1413,549,80,62,0.053809365
6071,1230,747,37,92,0.626741225
6072,1354,859,169,138,0.053087854
6073,907,957,36,198,0.318315367
6074,1025,955,82,12,0.017836457
6075,808,422,123,176,0.151264555
6076,847,308,40,187,0.938266532
6077,1103,605,163,141,0.732221801
6078,990,395,110,79,0.718297818
6079,1105,574,10,91,0.044432158
6080,1001,509,140,175,0.376577647
6081,603,570,53,52,0.660170698
6082,496,166,179,105,0.28826039
6083,1588,729,70,152,0.717433549
6084,346,554,92,99,0.475382737
6085,1038,966,37,41,0.224200014
6086,994,284,75,154,0.121490907
6087,1629,974,184,90,0.590496441
6088,504,693,29,42,0.590664633
6089,349,812,148,43,0.133623053
6090,1587,329,107,164,0.837608465
6091,894,108,63,150,0.345199998
6092,661,350,108,82,0.867265113
6093,94,655,170,79,0.589722125
6094,1599,264,55,195,0.102070661
6095,788,940,164,73,0.629849643
6096,758,199,67,43,0.237212682
6097,570,539,133,172,0.982063881
6098,1325,150,64,70,0.39273373
6099,1682,78,64,14,0.299342859
6100,398,144,17,199,0.5138495
6101,1434,243,50,50,0.282123147
6102,797,943,194,188,0.028723644
6103,1672,228,144,140,0.1872875
6104,1572,909,104,105,0.926708083
6105,1416,433,180,196,0.574927266
6106,243,700,34,31,0.485037854
6107,849,887,55,184,0.672061908
6108,659,520,114,45,0.151510242
6109,1382,195,11,164,0.166398199
6110,849,611,186,92,0.404973924
6111,997,815,24,28,0.581010262
6112,1336,427,113,81,0.846098794
6113,186,898,44,26,0.73840915
6114,68,360,17,130,0.89508538
6115,828,899,20,52,0.196192051
6116,1192,269,92,73,0.788189541
6117,1759,132,196,180,0.21104389
6118,233,815,109,158,0.108127027
6119,1332,150,55,144,0.938499211
6120,1130,710,11,188,0.122651931
6121,869,707,183,169,0.33555491
6122,875,912,98,90,0.444170016
6123,1548,851,102,93,0.859089953
6124,942,868,82,104,0.462155494
6125,1129,163,39,197,0.843552106
6126,1047,396,174,95,0.404386086
6127,516,534,43,133,0.978193047
6128,382,532,21,153,0.781906474
6129,1507,946,103,138,0.644946607
6130,1431,285,108,78,0.863362476
6131,791,666,186,123,0.361132484
6132,1115,791,158,171,0.475298034
6133,1029,476,43,15,0.672936629
6134,155,523,151,133,0.205130418
6135,212,757,59,103,0.115451347
6136,538,615,145,172,0.507930091
6137,1703,181,183,40,0.328575306
6138,122,734,111,180,0.435222465
6139,322,829,198,137,0.287245598
6140,931,418,63,73,0.767322956
6141,1299,508,172,13,0.867183869
6142,1561,822,80,175,0.780806636
6143,266,469,158,52,0.976706716
6144,673,997,25,168,0.559054309
6145,1222,503,117,73,0.558638237
6146,711,106,183,86,0.999785828
6147,815,476,102,36,0.191637965
6148,1541,546,188,177,0.001027938
6149,1616,488,185,130,0.147608917
6150,701,982,46,53,0.124876856
6151,928,878,29,111,0.236733943
6152,832,83,181,27,0.212281041
6153,82,934,91,105,0.534326242
6154,458,815,13,41,0.201697212
6155,1092,267,176,137,0.56323275
6156,744,468,177,99,0.510185249
6157,803,296,19,55,0.004850915
6158,385,805,10,149,0.839915739
6159,1025,670,39,14,0.206323141
6160,1692,604,111,95,0.270791926
6161,498,105,23,154,0.086864995
6162,766,753,167,76,0.733225762
6163,1088,479,99,186,0.178841585
6164,390,987,84,143,0.131118142
6165,1603,872,184,36,0.767612363
6166,942,532,80,74,0.204573645
6167,265,531,122,127,0.519694779
6168,325,593,99,101,0.626745014
6169,1307,165,75,170,0.92401379
6170,791,631,50,70,0.12603196
6171,479,136,190,142,0.432269673
6172,1229,550,132,29,0.589014602
6173,335,529,117,156,0.222988287
6174,595,182,194,151,0.524131457
6175,670,689,14,76,0.588525062
6176,336,784,180,187,0.997315061
6177,1590,226,134,109,0.400940798
6178,1120,714,139,49,0.744489299
6179,1642,592,120,62,0.206890775
6180,823,231,35,78,0.855512087
6181,1672,643,75,121,0.415948936
6182,1404,477,174,83,0.879647877
6183,325,389,74,189,0.385502849
6184,416,348,48,124,0.792851525
6185,1524,974,182,101,0.924897951
6186,629,147,105,121,0.233292004
6187,409,189,131,152,0.488383249
6188,1441,581,134,47,0.373962453
6189,1008,577,13,25,0.625452307
6190,755,183,119,146,0.357821757
6191,1036,526,180,121,0.583853439
6192,197,239,200,60,0.217194062
6193,1108,189,48,32,0.328392337
6194,1262,788,80,58,0.371694471
6195,1100,117,107,83,0.886100692
6196,1444,642,165,189,0.570451843
6197,1456,473,142,74,0.235123813
6198,840,389,36,145,0.964633273
6199,358,542,193,41,0.449532641
6200,1214,557,173,191,0.776718656
6201,926,676,168,170,0.194650883
6202,1691,301,103,157,0.587185798
6203,984,970,69,174,0.270743306
6204,1564,828,113,60,0.27285548
6205,363,817,32,20,0.840812823
6206,1437,107,20,80,0.960219993
6207,1024,594,99,197,0.28765473
6208,589,524,29,108,0.043737836
6209,1287,180,45,148,0.529529727
6210,847,114,134,150,0.077727719
6211,1263,924,61,43,0.349222727
6212,550,715,35,135,0.315296706
6213,689,107,64,68,0.688925914
6214,1559,272,127,197,0.847630726
6215,703,467,22,66,0.935518224
6216,600,726,163,137,0.690087251
6217,979,256,83,54,0.033089943
6218,1417,428,23,61,0.623490594
6219,94,774,147,127,0.741701564
6220,342,591,54,170,0.927978766
6221,370,695,158,194,0.14567809
6222,838,164,31,18,0.478936866
6223,457,959,170,192,0.289837975
6224,264,227,11,28,0.446503077
6225,378,513,25,130,0.743357055
6226,1518,774,161,118,0.640182728
6227,782,468,17,41,0.551557027
6228,293,722,155,178,0.784972378
6229,1618,475,20,191,0.587435792
6230,910,729,144,109,0.009477114
6231,450,295,97,137,0.888568878
6232,183,771,72,111,0.18191422
6233,639,349,91,173,0.689468447
6234,804,142,81,19,0.748057177
6235,574,624,103,141,0.122018219
6236,1568,419,139,10,0.31122033
6237,908,760,42,168,0.625492611
6238,1176,554,62,90,0.066271295
6239,1644,300,196,152,0.968129583
6240,1690,349,84,128,0.849476292
6241,586,317,139,47,0.681121535
6242,210,659,26,34,0.819151574
6243,197,885,153,83,0.721981414
6244,528,991,27,57,0.912034779
6245,1495,270,169,47,0.324362689
6246,190,310,79,76,0.885543754
6247,1258,205,59,32,0.884701372
6248,1294,328,52,117,0.566231893
6249,385,213,53,183,0.878233752
6250,581,478,13,91,0.939252762
6251,1142,936,111,188,0.78397432
6252,698,593,61,127,0.405676673
6253,407,500,177,140,0.205831259
6254,1724,474,23,18,0.368445865
6255,510,330,19,78,0.383647802
6256,96,951,157,147,0.911544351
6257,205,161,38,179,0.485459833
6258,555,651,50,167,0.732834173
6259,1174,786,107,64,0.701497363
6260,117,341,118,45,0.81759678
6261,1059,328,41,42,0.895563542
6262,1261,956,192,119,0.579856039
6263,662,404,138,197,0.071880636
6264,1236,545,192,21,0.966375933
6265,725,267,193,153,0.483641552
6266,1257,237,73,116,0.528845215
6267,1790,627,103,150,0.586871817
6268,805,137,159,172,0.629685894
6269,1390,868,36,130,0.092717003
6270,1505,398,191,164,0.444913605
6271,1237,294,189,164,0.911330629
6272,62,733,106,166,0.96698674
6273,672,841,76,167,0.378371498
6274,1487,919,10,133,0.664130875
6275,1788,516,199,18,0.768014031
6276,460,475,29,196,0.789166952
6277,254,791,12,86,0.263113202
6278,1539,534,127,87,0.781291419
6279,913,693,178,43,0.588088954
6280,1484,334,97,91,0.976061465
6281,1639,589,63,90,0.958497823
6282,313,669,91,189,0.103711516
6283,1568,223,139,126,0.883687101
6284,1286,103,200,57,0.328410163
6285,109,234,60,41,0.16100721
6286,729,401,91,145,0.827414319
6287,951,219,124,78,0.712011037
6288,864,233,121,130,0.473159671
6289,895,56,184,81,0.398659251
6290,307,938,44,10,0.806572672
6291,361,663,48,181,0.245201764
6292,558,321,136,185,0.81920702
6293,152,417,24,183,0.650759718
6294,1103,396,142,28,0.737233113
6295,1403,630,63,75,0.236848737
6296,783,177,100,118,0.164057523
6297,958,626,91,145,0.785924536
6298,1522,389,85,66,0.038549187
6299,114,780,70,122,0.000427388
6300,477,419,101,115,0.146600261
6301,639,279,178,78,0.450731143
6302,1221,448,176,106,0.006246941
6303,1799,685,113,75,0.212996592
6304,366,273,78,42,0.44653519
6305,323,357,52,191,0.853884235
6306,91,350,138,185,0.917553534
6307,1698,372,193,194,0.790578483
6308,545,278,50,97,0.133166123
6309,1561,935,59,144,0.616620959
6310,1035,478,57,156,0.773164624
6311,1748,252,109,110,0.75636796
6312,1182,277,120,55,0.566633903
6313,601,766,57,115,0.80472674
6314,469,50,87,25,0.178433863
6315,1126,303,178,55,0.121124585
6316,671,341,153,126,0.165891494
6317,167,848,46,47,0.097105558
6318,1580,507,35,66,0.401505035
6319,451,718,154,62,0.040458357
6320,686,966,132,198,0.077424196
6321,1767,225,83,139,0.709825685
6322,460,677,125,153,0.489278653
6323,397,588,105,30,0.833340037
